年齡,工作,婚姻,學歷,聯絡方式,最後聯絡時間,聯絡次數,消費價格指數,消費信心指數,訂購
45.0,藍領,已婚,文盲,手機,127.0,1,93.444,-36.1,偶爾
34.0,藍領,已婚,國中,手機,136.0,1,93.91799999999999,-42.7,從未
55.0,家管,單身,大學,市話,11.0,1,94.027,-38.3,頻繁
30.0,藍領,已婚,國中,市話,137.0,3,93.994,-36.4,從未
32.0,主管,單身,大學,手機,117.0,1,93.91799999999999,-42.7,偶爾
48.0,藍領,已婚,小學,市話,470.0,1,94.465,-41.8,從未
45.0,企業家,離婚,專科,手機,211.0,3,93.91799999999999,-42.7,偶爾
31.0,主管,已婚,大學,手機,443.0,1,92.89299999999999,-46.2,偶爾
30.0,家管,已婚,高中,市話,18.0,1,94.465,-41.8,一次
33.0,主管,單身,高中,手機,208.0,2,93.2,-42.0,從未
39.0,主管,已婚,專科,市話,219.0,2,92.431,-26.9,從未
54.0,自僱人士,已婚,大學,手機,9.0,3,93.2,-42.0,一次
44.0,服務業,離婚,國中,市話,62.0,5,93.91799999999999,-42.7,從未
34.0,技術員,已婚,專科,手機,122.0,3,93.075,-47.1,一次
39.0,企業家,已婚,國中,市話,192.0,3,93.994,-36.4,頻繁
53.0,藍領,已婚,小學,手機,195.0,1,93.444,-36.1,偶爾
29.0,技術員,單身,專科,市話,118.0,4,93.994,-36.4,偶爾
32.0,技術員,離婚,高中,手機,50.0,1,93.2,-42.0,從未
50.0,藍領,已婚,國中,手機,16.0,1,93.91799999999999,-42.7,一次
40.0,主管,已婚,高中,手機,119.0,1,93.444,-36.1,一次
34.0,技術員,單身,專科,手機,229.0,1,92.84299999999999,-50.0,頻繁
54.0,未知,已婚,國中,手機,174.0,2,94.215,-40.3,一次
29.0,主管,單身,大學,手機,65.0,1,93.444,-36.1,一次
39.0,服務業,已婚,高中,手機,107.0,1,93.2,-42.0,一次
29.0,技術員,單身,專科,手機,257.0,2,92.649,-30.1,頻繁
35.0,主管,離婚,大學,市話,179.0,1,93.994,-36.4,從未
48.0,藍領,已婚,國中,手機,106.0,2,93.444,-36.1,偶爾
43.0,技術員,離婚,專科,手機,90.0,2,93.444,-36.1,一次
25.0,學生,單身,高中,市話,405.0,1,93.075,-47.1,從未
41.0,家管,離婚,國中,手機,122.0,1,93.91799999999999,-42.7,從未
53.0,主管,已婚,大學,手機,433.0,1,92.713,-33.0,一次
28.0,藍領,已婚,國中,市話,149.0,1,93.994,-36.4,頻繁
39.0,主管,已婚,高中,手機,479.0,2,93.075,-47.1,頻繁
40.0,經理,已婚,國中,市話,427.0,1,93.994,-36.4,從未
39.0,家管,已婚,小學,手機,179.0,1,93.444,-36.1,頻繁
58.0,藍領,離婚,未知,市話,215.0,1,94.465,-41.8,偶爾
29.0,主管,單身,高中,手機,53.0,3,92.89299999999999,-46.2,偶爾
41.0,經理,已婚,大學,手機,54.0,2,93.2,-42.0,頻繁
39.0,技術員,已婚,大學,手機,76.0,1,93.444,-36.1,從未
55.0,藍領,已婚,小學,手機,772.0,4,93.075,-47.1,頻繁
32.0,藍領,已婚,國中,手機,161.0,2,93.2,-42.0,頻繁
31.0,無業,單身,高中,手機,167.0,3,94.055,-39.8,從未
26.0,自僱人士,已婚,小學,手機,134.0,4,92.89299999999999,-46.2,從未
53.0,經理,已婚,小學,手機,64.0,7,93.2,-42.0,一次
38.0,技術員,單身,大學,手機,12.0,13,92.89299999999999,-46.2,一次
28.0,無業,單身,高中,市話,203.0,1,93.91799999999999,-42.7,一次
53.0,經理,已婚,小學,手機,107.0,2,93.2,-42.0,頻繁
33.0,藍領,單身,國中,手機,474.0,2,92.89299999999999,-46.2,偶爾
39.0,經理,已婚,大學,手機,95.0,1,92.963,-40.8,從未
37.0,藍領,單身,高中,市話,325.0,4,93.994,-36.4,頻繁
26.0,主管,離婚,高中,市話,50.0,1,94.465,-41.8,從未
68.0,退休,已婚,大學,手機,414.0,2,94.215,-40.3,一次
33.0,服務業,單身,高中,手機,486.0,1,94.027,-38.3,頻繁
50.0,經理,單身,大學,手機,175.0,2,93.2,-42.0,從未
38.0,技術員,已婚,高中,手機,114.0,6,92.89299999999999,-46.2,偶爾
35.0,自僱人士,已婚,國中,市話,363.0,2,94.465,-41.8,偶爾
29.0,服務業,離婚,高中,市話,282.0,1,93.994,-36.4,頻繁
31.0,經理,已婚,大學,手機,203.0,2,93.444,-36.1,頻繁
30.0,主管,單身,高中,手機,176.0,1,93.91799999999999,-42.7,從未
42.0,藍領,已婚,國中,手機,80.0,1,92.89299999999999,-46.2,一次
34.0,藍領,單身,小學,市話,101.0,1,94.465,-41.8,頻繁
30.0,無業,離婚,高中,手機,115.0,4,93.91799999999999,-42.7,頻繁
57.0,經理,已婚,大學,手機,62.0,1,93.2,-42.0,一次
24.0,學生,單身,大學,手機,223.0,1,92.963,-40.8,偶爾
52.0,主管,離婚,大學,手機,65.0,1,93.2,-42.0,從未
44.0,未知,單身,國中,市話,88.0,1,93.994,-36.4,從未
52.0,服務業,已婚,高中,手機,379.0,1,93.91799999999999,-42.7,一次
31.0,藍領,單身,國中,市話,312.0,7,93.994,-36.4,偶爾
39.0,藍領,單身,小學,手機,633.0,1,93.91799999999999,-42.7,偶爾
49.0,自僱人士,已婚,國中,手機,82.0,1,93.91799999999999,-42.7,頻繁
56.0,技術員,已婚,小學,市話,143.0,3,93.994,-36.4,頻繁
71.0,退休,已婚,國中,手機,237.0,1,92.431,-26.9,一次
35.0,主管,已婚,大學,手機,211.0,2,93.2,-42.0,從未
42.0,藍領,已婚,國中,市話,189.0,1,93.994,-36.4,從未
34.0,藍領,已婚,國中,市話,1353.0,2,93.075,-47.1,偶爾
47.0,服務業,已婚,高中,手機,370.0,4,93.444,-36.1,一次
48.0,主管,已婚,高中,手機,113.0,1,92.431,-26.9,從未
36.0,藍領,已婚,小學,市話,559.0,1,94.465,-41.8,頻繁
26.0,技術員,單身,專科,手機,175.0,1,92.963,-40.8,一次
39.0,服務業,離婚,國中,市話,524.0,4,94.465,-41.8,偶爾
29.0,服務業,單身,高中,手機,91.0,1,93.2,-42.0,頻繁
57.0,技術員,已婚,專科,手機,324.0,1,93.075,-47.1,從未
34.0,經理,已婚,大學,市話,18.0,1,93.994,-36.4,一次
56.0,主管,已婚,專科,手機,106.0,1,93.444,-36.1,從未
73.0,退休,已婚,小學,手機,209.0,2,93.369,-34.8,頻繁
48.0,主管,離婚,高中,市話,89.0,3,94.465,-41.8,從未
46.0,藍領,已婚,小學,市話,202.0,1,93.994,-36.4,從未
45.0,企業家,已婚,小學,市話,576.0,1,93.994,-36.4,從未
37.0,技術員,已婚,專科,市話,218.0,1,94.465,-41.8,一次
33.0,主管,已婚,大學,市話,122.0,4,93.994,-36.4,一次
50.0,主管,離婚,大學,手機,155.0,3,92.89299999999999,-46.2,從未
30.0,服務業,單身,高中,手機,41.0,2,92.89299999999999,-46.2,從未
51.0,技術員,已婚,未知,手機,144.0,1,93.2,-42.0,偶爾
44.0,服務業,已婚,專科,手機,186.0,2,93.444,-36.1,一次
33.0,藍領,離婚,國中,手機,134.0,1,93.91799999999999,-42.7,偶爾
36.0,主管,已婚,大學,手機,133.0,1,92.431,-26.9,從未
30.0,服務業,已婚,高中,手機,286.0,3,92.89299999999999,-46.2,頻繁
37.0,藍領,已婚,小學,手機,166.0,1,93.91799999999999,-42.7,一次
31.0,主管,單身,大學,手機,338.0,1,93.444,-36.1,從未
59.0,退休,已婚,未知,手機,385.0,2,92.20100000000001,-31.4,從未
40.0,藍領,已婚,高中,手機,245.0,8,93.075,-47.1,一次
57.0,技術員,已婚,專科,市話,483.0,2,93.994,-36.4,偶爾
36.0,技術員,已婚,專科,手機,126.0,3,93.444,-36.1,一次
31.0,服務業,已婚,高中,手機,592.0,4,92.963,-40.8,從未
53.0,家管,已婚,小學,市話,53.0,2,93.91799999999999,-42.7,一次
30.0,主管,單身,大學,手機,1336.0,4,93.444,-36.1,一次
37.0,藍領,已婚,專科,市話,128.0,2,93.994,-36.4,一次
58.0,主管,已婚,小學,市話,120.0,2,93.994,-36.4,從未
51.0,無業,離婚,大學,市話,110.0,2,94.465,-41.8,頻繁
39.0,主管,單身,未知,市話,211.0,3,93.994,-36.4,偶爾
35.0,藍領,已婚,國中,市話,74.0,1,93.994,-36.4,頻繁
56.0,退休,已婚,高中,手機,674.0,1,93.444,-36.1,從未
34.0,主管,已婚,高中,手機,113.0,2,93.075,-47.1,一次
36.0,藍領,已婚,未知,市話,55.0,1,92.89299999999999,-46.2,一次
58.0,退休,已婚,小學,手機,520.0,3,93.91799999999999,-42.7,一次
49.0,藍領,已婚,國中,市話,667.0,3,93.994,-36.4,頻繁
43.0,藍領,離婚,國中,手機,73.0,3,93.2,-42.0,頻繁
28.0,自僱人士,單身,大學,市話,124.0,1,92.84299999999999,-50.0,一次
34.0,技術員,離婚,大學,手機,526.0,1,93.444,-36.1,從未
36.0,藍領,單身,國中,市話,590.0,2,93.2,-42.0,一次
50.0,藍領,已婚,未知,手機,80.0,2,93.91799999999999,-42.7,偶爾
38.0,藍領,已婚,專科,市話,192.0,1,93.994,-36.4,頻繁
57.0,經理,已婚,大學,手機,22.0,2,93.2,-42.0,從未
42.0,經理,已婚,大學,市話,426.0,1,93.994,-36.4,偶爾
28.0,主管,單身,大學,手機,192.0,1,92.89299999999999,-46.2,頻繁
43.0,技術員,已婚,未知,市話,325.0,1,93.994,-36.4,頻繁
57.0,自僱人士,已婚,未知,市話,279.0,1,94.465,-41.8,一次
29.0,主管,單身,大學,手機,873.0,2,93.91799999999999,-42.7,偶爾
53.0,技術員,單身,專科,市話,360.0,2,92.89299999999999,-46.2,偶爾
37.0,技術員,單身,大學,手機,210.0,2,93.444,-36.1,偶爾
48.0,經理,離婚,大學,手機,33.0,6,92.89299999999999,-46.2,頻繁
33.0,藍領,單身,國中,手機,392.0,1,92.89299999999999,-46.2,一次
43.0,經理,已婚,未知,手機,75.0,2,93.075,-47.1,從未
46.0,藍領,已婚,小學,手機,397.0,3,93.91799999999999,-42.7,從未
28.0,藍領,單身,高中,手機,529.0,1,92.89299999999999,-46.2,從未
29.0,技術員,單身,大學,手機,138.0,2,92.89299999999999,-46.2,偶爾
35.0,無業,已婚,國中,市話,471.0,2,93.994,-36.4,從未
28.0,主管,已婚,大學,市話,210.0,1,93.994,-36.4,偶爾
38.0,技術員,單身,專科,市話,574.0,4,94.465,-41.8,偶爾
33.0,主管,已婚,高中,手機,58.0,2,93.91799999999999,-42.7,偶爾
44.0,技術員,已婚,專科,手機,56.0,1,93.075,-47.1,偶爾
46.0,藍領,單身,專科,市話,26.0,5,93.994,-36.4,頻繁
32.0,主管,已婚,大學,手機,178.0,1,92.89299999999999,-46.2,從未
38.0,經理,單身,大學,手機,186.0,1,93.2,-42.0,從未
30.0,主管,單身,高中,市話,174.0,1,94.465,-41.8,一次
41.0,家管,已婚,國中,市話,189.0,1,93.994,-36.4,從未
27.0,藍領,單身,高中,手機,209.0,3,94.601,-49.5,一次
36.0,藍領,單身,國中,市話,379.0,2,93.994,-36.4,一次
46.0,主管,離婚,高中,手機,282.0,1,92.469,-33.6,從未
46.0,經理,已婚,大學,市話,407.0,2,93.994,-36.4,從未
39.0,企業家,已婚,國中,手機,158.0,2,92.89299999999999,-46.2,從未
43.0,藍領,已婚,國中,手機,324.0,3,92.89299999999999,-46.2,一次
44.0,藍領,已婚,國中,市話,154.0,5,94.465,-41.8,一次
31.0,藍領,已婚,高中,市話,124.0,1,93.994,-36.4,偶爾
38.0,主管,離婚,大學,手機,101.0,3,93.91799999999999,-42.7,偶爾
32.0,服務業,已婚,專科,手機,146.0,3,92.89299999999999,-46.2,頻繁
26.0,藍領,已婚,高中,市話,126.0,12,94.465,-41.8,偶爾
43.0,技術員,單身,專科,市話,123.0,1,94.465,-41.8,從未
42.0,藍領,已婚,未知,市話,268.0,1,94.465,-41.8,頻繁
38.0,藍領,已婚,國中,手機,559.0,1,93.2,-42.0,偶爾
32.0,主管,已婚,大學,市話,75.0,1,94.027,-38.3,頻繁
44.0,藍領,離婚,國中,市話,318.0,2,93.994,-36.4,頻繁
49.0,藍領,單身,高中,手機,217.0,6,92.89299999999999,-46.2,從未
28.0,企業家,已婚,國中,市話,733.0,1,93.994,-36.4,頻繁
33.0,主管,已婚,大學,手機,71.0,3,92.84299999999999,-50.0,偶爾
31.0,藍領,已婚,國中,手機,186.0,1,93.91799999999999,-42.7,偶爾
37.0,經理,離婚,未知,手機,221.0,2,92.89299999999999,-46.2,頻繁
35.0,自僱人士,單身,大學,手機,157.0,1,93.91799999999999,-42.7,一次
24.0,藍領,單身,國中,手機,659.0,5,93.91799999999999,-42.7,一次
37.0,服務業,離婚,國中,手機,122.0,1,93.91799999999999,-42.7,一次
49.0,主管,離婚,高中,手機,381.0,2,93.749,-34.6,頻繁
58.0,技術員,已婚,小學,手機,103.0,3,93.91799999999999,-42.7,偶爾
57.0,退休,單身,專科,市話,249.0,3,93.994,-36.4,頻繁
30.0,主管,單身,高中,手機,154.0,1,92.89299999999999,-46.2,從未
48.0,主管,離婚,大學,手機,564.0,5,93.91799999999999,-42.7,偶爾
36.0,自僱人士,已婚,國中,手機,313.0,1,93.075,-47.1,從未
44.0,技術員,已婚,專科,手機,114.0,1,93.444,-36.1,頻繁
34.0,技術員,離婚,專科,市話,336.0,1,93.444,-36.1,頻繁
50.0,主管,離婚,國中,手機,137.0,2,93.075,-47.1,頻繁
52.0,藍領,單身,小學,市話,558.0,1,94.465,-41.8,偶爾
35.0,企業家,已婚,大學,手機,311.0,1,93.075,-47.1,偶爾
56.0,退休,已婚,高中,手機,317.0,1,92.89299999999999,-46.2,頻繁
37.0,經理,離婚,專科,手機,115.0,2,93.075,-47.1,偶爾
33.0,自僱人士,已婚,大學,市話,105.0,3,93.91799999999999,-42.7,一次
38.0,主管,已婚,大學,手機,89.0,2,93.444,-36.1,一次
33.0,服務業,已婚,大學,手機,149.0,8,93.444,-36.1,頻繁
41.0,主管,單身,高中,市話,76.0,1,93.994,-36.4,頻繁
54.0,家管,已婚,專科,市話,152.0,4,94.465,-41.8,一次
41.0,藍領,單身,未知,市話,780.0,3,94.465,-41.8,一次
45.0,經理,單身,大學,市話,477.0,2,93.994,-36.4,頻繁
34.0,藍領,單身,國中,手機,174.0,1,92.89299999999999,-46.2,偶爾
50.0,企業家,已婚,大學,手機,92.0,1,93.2,-42.0,偶爾
55.0,主管,離婚,專科,手機,68.0,4,93.91799999999999,-42.7,偶爾
30.0,技術員,已婚,專科,市話,82.0,1,94.465,-41.8,從未
25.0,主管,已婚,高中,手機,702.0,1,92.649,-30.1,從未
44.0,主管,已婚,高中,市話,36.0,2,94.465,-41.8,從未
28.0,主管,已婚,高中,市話,98.0,1,94.465,-41.8,從未
53.0,退休,已婚,專科,手機,124.0,2,93.91799999999999,-42.7,一次
46.0,藍領,已婚,國中,手機,143.0,1,93.444,-36.1,從未
48.0,技術員,已婚,國中,手機,1499.0,3,93.91799999999999,-42.7,一次
30.0,主管,已婚,未知,手機,64.0,2,93.91799999999999,-42.7,頻繁
33.0,主管,已婚,大學,手機,196.0,1,93.444,-36.1,從未
43.0,經理,已婚,大學,手機,65.0,1,93.2,-42.0,一次
50.0,技術員,已婚,高中,手機,50.0,3,93.444,-36.1,偶爾
44.0,未知,離婚,未知,手機,189.0,1,93.075,-47.1,從未
34.0,主管,已婚,大學,手機,126.0,2,93.444,-36.1,頻繁
49.0,主管,已婚,高中,手機,443.0,1,93.91799999999999,-42.7,一次
33.0,自僱人士,單身,小學,市話,742.0,2,93.994,-36.4,偶爾
31.0,服務業,單身,高中,市話,543.0,12,93.994,-36.4,頻繁
32.0,主管,已婚,大學,手機,79.0,3,93.444,-36.1,一次
34.0,技術員,單身,大學,市話,214.0,2,93.444,-36.1,從未
41.0,服務業,已婚,專科,手機,146.0,2,93.91799999999999,-42.7,頻繁
49.0,家管,單身,高中,市話,85.0,2,93.994,-36.4,一次
40.0,主管,已婚,大學,市話,66.0,3,94.465,-41.8,偶爾
46.0,藍領,已婚,國中,市話,746.0,4,93.91799999999999,-42.7,從未
24.0,技術員,單身,大學,手機,326.0,3,93.075,-47.1,偶爾
41.0,藍領,已婚,國中,手機,152.0,1,92.89299999999999,-46.2,偶爾
33.0,藍領,已婚,小學,手機,219.0,1,93.91799999999999,-42.7,一次
35.0,經理,已婚,大學,手機,579.0,9,93.2,-42.0,偶爾
54.0,藍領,單身,未知,市話,185.0,4,93.91799999999999,-42.7,一次
48.0,主管,單身,大學,市話,237.0,7,93.91799999999999,-42.7,頻繁
27.0,主管,已婚,專科,手機,162.0,2,92.89299999999999,-46.2,偶爾
26.0,學生,單身,大學,手機,115.0,1,92.89299999999999,-46.2,一次
39.0,藍領,已婚,國中,市話,233.0,1,94.465,-41.8,偶爾
35.0,主管,已婚,大學,市話,127.0,8,93.994,-36.4,一次
27.0,技術員,已婚,專科,手機,224.0,2,92.89299999999999,-46.2,偶爾
37.0,技術員,已婚,專科,市話,164.0,1,93.2,-42.0,一次
38.0,無業,單身,大學,手機,97.0,1,93.2,-42.0,頻繁
28.0,企業家,單身,高中,市話,419.0,2,94.465,-41.8,一次
55.0,主管,已婚,大學,手機,687.0,1,94.215,-40.3,頻繁
46.0,藍領,已婚,小學,手機,269.0,3,93.444,-36.1,從未
48.0,家管,已婚,國中,手機,167.0,4,93.2,-42.0,頻繁
35.0,主管,已婚,高中,手機,140.0,2,93.2,-42.0,偶爾
32.0,藍領,已婚,國中,市話,630.0,3,92.89299999999999,-46.2,一次
34.0,主管,離婚,大學,市話,676.0,1,93.91799999999999,-42.7,從未
52.0,退休,離婚,國中,手機,154.0,2,92.89299999999999,-46.2,偶爾
25.0,服務業,單身,高中,手機,251.0,1,94.601,-49.5,頻繁
47.0,經理,已婚,小學,市話,882.0,1,93.994,-36.4,頻繁
85.0,退休,已婚,專科,手機,140.0,1,92.20100000000001,-31.4,一次
39.0,藍領,已婚,小學,市話,87.0,4,94.465,-41.8,頻繁
41.0,家管,已婚,大學,手機,163.0,1,93.444,-36.1,偶爾
42.0,自僱人士,已婚,大學,手機,59.0,3,93.444,-36.1,頻繁
53.0,藍領,離婚,未知,市話,341.0,6,93.91799999999999,-42.7,偶爾
32.0,主管,單身,大學,手機,40.0,1,93.444,-36.1,從未
42.0,技術員,已婚,專科,手機,721.0,10,93.91799999999999,-42.7,一次
45.0,藍領,單身,國中,手機,845.0,1,92.431,-26.9,一次
45.0,主管,離婚,大學,手機,508.0,1,93.91799999999999,-42.7,頻繁
30.0,技術員,單身,專科,手機,206.0,1,93.91799999999999,-42.7,一次
29.0,技術員,單身,專科,手機,161.0,3,93.2,-42.0,頻繁
47.0,主管,已婚,大學,手機,194.0,3,93.91799999999999,-42.7,一次
61.0,退休,離婚,大學,手機,118.0,2,93.075,-47.1,偶爾
71.0,退休,已婚,小學,手機,206.0,1,92.37899999999999,-29.8,頻繁
29.0,主管,離婚,大學,手機,241.0,2,92.89299999999999,-46.2,一次
35.0,自僱人士,單身,大學,手機,1243.0,2,92.89299999999999,-46.2,從未
49.0,技術員,已婚,專科,市話,57.0,1,93.994,-36.4,一次
24.0,技術員,已婚,未知,市話,114.0,3,93.91799999999999,-42.7,偶爾
61.0,經理,已婚,大學,手機,147.0,1,92.649,-30.1,一次
50.0,主管,已婚,高中,市話,225.0,1,93.994,-36.4,偶爾
41.0,藍領,已婚,未知,市話,529.0,1,93.91799999999999,-42.7,偶爾
38.0,藍領,已婚,小學,手機,1039.0,7,93.91799999999999,-42.7,偶爾
59.0,主管,離婚,專科,市話,198.0,1,92.20100000000001,-31.4,頻繁
54.0,退休,已婚,高中,手機,172.0,1,93.2,-42.0,頻繁
49.0,主管,已婚,高中,市話,216.0,4,94.465,-41.8,頻繁
34.0,無業,已婚,大學,手機,109.0,3,94.199,-37.5,一次
48.0,技術員,已婚,高中,市話,700.0,1,93.994,-36.4,從未
60.0,技術員,已婚,專科,手機,82.0,1,93.91799999999999,-42.7,頻繁
32.0,企業家,單身,專科,市話,47.0,1,94.027,-38.3,一次
36.0,主管,單身,大學,手機,288.0,1,93.444,-36.1,一次
44.0,主管,單身,高中,手機,184.0,3,93.2,-42.0,偶爾
42.0,主管,已婚,大學,手機,101.0,5,93.075,-47.1,頻繁
45.0,經理,已婚,國中,手機,305.0,1,92.89299999999999,-46.2,從未
29.0,主管,單身,大學,手機,281.0,3,93.91799999999999,-42.7,一次
27.0,主管,單身,大學,手機,81.0,1,92.89299999999999,-46.2,偶爾
33.0,藍領,已婚,高中,市話,858.0,1,93.994,-36.4,一次
50.0,退休,已婚,小學,市話,855.0,4,93.994,-36.4,從未
58.0,主管,離婚,高中,市話,81.0,1,93.79799999999999,-40.4,偶爾
55.0,藍領,已婚,小學,市話,92.0,1,93.91799999999999,-42.7,一次
34.0,藍領,已婚,國中,手機,232.0,2,93.91799999999999,-42.7,從未
41.0,自僱人士,單身,大學,市話,640.0,3,94.465,-41.8,偶爾
34.0,服務業,已婚,國中,手機,112.0,1,93.91799999999999,-42.7,一次
51.0,技術員,已婚,專科,市話,246.0,1,93.994,-36.4,一次
44.0,主管,離婚,專科,市話,38.0,3,92.89299999999999,-46.2,偶爾
26.0,學生,單身,國中,手機,712.0,4,92.84299999999999,-50.0,偶爾
25.0,藍領,單身,國中,手機,692.0,1,93.91799999999999,-42.7,從未
45.0,藍領,已婚,國中,市話,222.0,1,94.465,-41.8,偶爾
30.0,技術員,已婚,高中,手機,108.0,1,93.444,-36.1,從未
34.0,無業,已婚,國中,手機,153.0,3,93.075,-47.1,偶爾
37.0,主管,單身,大學,手機,133.0,4,93.91799999999999,-42.7,頻繁
44.0,主管,單身,高中,市話,295.0,1,94.465,-41.8,一次
33.0,主管,單身,大學,手機,238.0,4,93.444,-36.1,從未
29.0,技術員,單身,專科,手機,449.0,2,94.76700000000001,-50.8,頻繁
38.0,主管,已婚,高中,手機,213.0,5,92.89299999999999,-46.2,從未
33.0,主管,已婚,國中,市話,80.0,1,93.994,-36.4,偶爾
41.0,主管,已婚,高中,手機,57.0,2,93.075,-47.1,頻繁
35.0,技術員,離婚,專科,手機,169.0,1,92.89299999999999,-46.2,頻繁
37.0,藍領,單身,大學,手機,166.0,2,92.89299999999999,-46.2,從未
35.0,藍領,已婚,國中,手機,299.0,2,93.2,-42.0,偶爾
57.0,藍領,離婚,小學,市話,716.0,4,94.465,-41.8,從未
56.0,經理,已婚,大學,市話,188.0,1,93.91799999999999,-42.7,偶爾
55.0,藍領,已婚,小學,市話,431.0,1,94.465,-41.8,從未
31.0,企業家,已婚,大學,手機,138.0,1,93.444,-36.1,從未
50.0,藍領,已婚,國中,市話,43.0,2,93.994,-36.4,偶爾
55.0,主管,已婚,高中,市話,62.0,2,93.994,-36.4,頻繁
37.0,企業家,已婚,大學,手機,84.0,1,92.649,-30.1,一次
28.0,服務業,已婚,高中,手機,237.0,4,92.89299999999999,-46.2,從未
31.0,主管,單身,大學,手機,230.0,1,93.444,-36.1,頻繁
36.0,技術員,已婚,專科,市話,232.0,3,93.994,-36.4,從未
38.0,技術員,單身,高中,手機,100.0,3,93.444,-36.1,偶爾
33.0,技術員,已婚,高中,手機,152.0,4,93.444,-36.1,偶爾
45.0,服務業,離婚,高中,手機,15.0,9,92.89299999999999,-46.2,頻繁
38.0,主管,單身,大學,市話,574.0,5,93.994,-36.4,一次
35.0,自僱人士,單身,大學,手機,179.0,1,94.199,-37.5,一次
74.0,退休,已婚,小學,手機,257.0,1,92.963,-40.8,頻繁
49.0,企業家,已婚,大學,手機,281.0,2,93.075,-47.1,偶爾
43.0,藍領,已婚,小學,手機,1182.0,1,92.89299999999999,-46.2,頻繁
53.0,經理,已婚,大學,手機,111.0,2,93.075,-47.1,一次
37.0,服務業,已婚,高中,市話,522.0,1,93.994,-36.4,從未
36.0,藍領,已婚,國中,市話,31.0,6,93.994,-36.4,頻繁
41.0,家管,已婚,高中,手機,440.0,4,93.91799999999999,-42.7,從未
54.0,主管,已婚,大學,市話,202.0,3,93.994,-36.4,一次
38.0,技術員,已婚,專科,市話,233.0,2,93.994,-36.4,一次
27.0,主管,單身,高中,手機,340.0,1,92.89299999999999,-46.2,偶爾
43.0,藍領,已婚,小學,手機,722.0,2,92.89299999999999,-46.2,頻繁
36.0,主管,單身,大學,市話,247.0,2,94.465,-41.8,偶爾
40.0,服務業,已婚,高中,市話,167.0,3,93.91799999999999,-42.7,從未
39.0,主管,已婚,大學,市話,93.0,1,94.465,-41.8,從未
31.0,自僱人士,單身,高中,手機,364.0,2,93.91799999999999,-42.7,頻繁
32.0,技術員,已婚,專科,手機,495.0,2,93.91799999999999,-42.7,頻繁
33.0,藍領,已婚,國中,手機,804.0,2,92.89299999999999,-46.2,偶爾
34.0,技術員,已婚,高中,手機,92.0,1,93.91799999999999,-42.7,從未
44.0,技術員,單身,專科,手機,609.0,1,93.075,-47.1,一次
46.0,技術員,離婚,專科,手機,22.0,5,93.444,-36.1,頻繁
30.0,藍領,已婚,專科,手機,168.0,4,92.89299999999999,-46.2,偶爾
43.0,自僱人士,已婚,國中,市話,744.0,1,93.994,-36.4,一次
47.0,服務業,已婚,高中,手機,277.0,2,93.444,-36.1,頻繁
50.0,退休,離婚,小學,手機,108.0,1,93.91799999999999,-42.7,頻繁
32.0,服務業,離婚,高中,手機,74.0,2,93.2,-42.0,偶爾
48.0,技術員,已婚,專科,手機,5.0,2,93.91799999999999,-42.7,偶爾
38.0,經理,已婚,大學,手機,64.0,1,93.2,-42.0,頻繁
45.0,技術員,已婚,專科,手機,136.0,6,93.444,-36.1,頻繁
35.0,主管,單身,大學,市話,42.0,1,94.215,-40.3,一次
55.0,藍領,離婚,小學,手機,163.0,1,92.89299999999999,-46.2,頻繁
32.0,藍領,已婚,國中,手機,214.0,2,92.89299999999999,-46.2,從未
51.0,主管,已婚,高中,手機,117.0,2,92.89299999999999,-46.2,偶爾
57.0,主管,已婚,高中,手機,41.0,2,93.2,-42.0,頻繁
32.0,學生,已婚,高中,手機,753.0,1,93.075,-47.1,頻繁
34.0,藍領,已婚,國中,手機,85.0,1,93.91799999999999,-42.7,從未
49.0,主管,單身,未知,手機,74.0,2,93.2,-42.0,一次
32.0,主管,已婚,大學,市話,132.0,1,93.2,-42.0,偶爾
31.0,技術員,單身,高中,手機,552.0,2,92.89299999999999,-46.2,頻繁
48.0,藍領,已婚,國中,手機,236.0,1,92.89299999999999,-46.2,一次
35.0,主管,單身,高中,市話,355.0,2,93.994,-36.4,從未
25.0,服務業,已婚,高中,手機,59.0,1,93.91799999999999,-42.7,偶爾
29.0,技術員,已婚,專科,市話,124.0,42,93.994,-36.4,偶爾
29.0,主管,單身,專科,手機,427.0,3,93.075,-47.1,頻繁
50.0,自僱人士,已婚,小學,手機,222.0,1,93.444,-36.1,頻繁
37.0,主管,單身,大學,手機,160.0,1,93.2,-42.0,偶爾
44.0,藍領,已婚,小學,市話,299.0,4,94.465,-41.8,從未
41.0,主管,已婚,大學,手機,331.0,2,93.2,-42.0,頻繁
59.0,退休,已婚,未知,手機,284.0,2,93.444,-36.1,頻繁
60.0,藍領,已婚,國中,市話,150.0,1,93.994,-36.4,頻繁
59.0,藍領,已婚,小學,市話,162.0,1,93.994,-36.4,一次
44.0,主管,單身,國中,手機,61.0,1,93.91799999999999,-42.7,偶爾
30.0,技術員,單身,大學,手機,31.0,17,93.444,-36.1,從未
61.0,退休,已婚,國中,手機,165.0,2,93.749,-34.6,頻繁
59.0,技術員,已婚,大學,手機,459.0,7,93.91799999999999,-42.7,偶爾
27.0,主管,已婚,大學,手機,97.0,4,93.444,-36.1,偶爾
47.0,藍領,已婚,高中,手機,168.0,2,92.89299999999999,-46.2,頻繁
